FEN,EVAL
rnb1k2r/pp3ppp/2p1pn2/4N3/1bpq4/6P1/PP1BPPBP/RN1QK2R w KQkq - 0 8,-77.0
rnb1k2r/pp3ppp/2p1pn2/4N3/1Bpq4/6P1/PP2PPBP/RN1QK2R b KQkq - 0 8,180.0
rnb1k2r/pp3ppp/2p1pn2/4q3/1Bp5/6P1/PP2PPBP/RN1QK2R w KQkq - 0 9,41.0
rnb1k2r/pp3ppp/2p1pn2/4q3/1Bp5/N5P1/PP2PPBP/R2QK2R b KQkq - 1 9,54.0
rnb1k2r/pp3ppp/2p1pn2/8/1Bp5/N5P1/Pq2PPBP/R2QK2R w KQkq - 0 10,54.0
rnb1k2r/pp3ppp/2p1pn2/8/1Bp5/N5P1/Pq2PPBP/1R1QK2R b Kkq - 1 10,131.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,27.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,24.0
rnbqkbnr/pp1ppppp/8/2p5/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq - 0 2,-4.0
r1bqkbnr/pp1ppppp/2n5/2p5/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq - 1 3,-14.0
r1bqkbnr/pp1ppppp/2n5/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq - 2 3,-16.0
r1bqkbnr/pp1ppp1p/2n3p1/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq - 0 4,-5.0
r1bqkbnr/pp1ppp1p/2n3p1/2p5/2P1P3/3P1N2/PP3PPP/RNBQKB1R b KQkq - 0 4,-16.0
r1bqk1nr/pp1pppbp/2n3p1/2p5/2P1P3/3P1N2/PP3PPP/RNBQKB1R w KQkq - 1 5,-27.0
r1bqk1nr/pp1pppbp/2n3p1/2p5/2P1P3/N2P1N2/PP3PPP/R1BQKB1R b KQkq - 2 5,-50.0
r1bqk1nr/pp2ppbp/2np2p1/2p5/2P1P3/N2P1N2/PP3PPP/R1BQKB1R w KQkq - 0 6,-59.0
r1bqk1nr/pp2ppbp/2np2p1/2p5/2P1P3/N2P1N2/PP1B1PPP/R2QKB1R b KQkq - 1 6,-76.0
r2qk1nr/pp2ppbp/2np2p1/2p5/2P1P1b1/N2P1N2/PP1B1PPP/R2QKB1R w KQkq - 2 7,-76.0
r2qk1nr/pp2ppbp/2np2p1/2p5/2P1P1b1/N2P1N1P/PP1B1PP1/R2QKB1R b KQkq - 0 7,-64.0
r2qk1nr/pp1bppbp/2np2p1/2p5/2P1P3/N2P1N1P/PP1B1PP1/R2QKB1R w KQkq - 1 8,-36.0
r2qk1nr/pp1bppbp/2np2p1/2p5/2PPP3/N4N1P/PP1B1PP1/R2QKB1R b KQkq - 0 8,-93.0
r2qk1nr/pp1bppbp/2np2p1/8/2PpP3/N4N1P/PP1B1PP1/R2QKB1R w KQkq - 0 9,-156.0
r2qk1nr/pp1bppbp/2np2p1/1N6/2PpP3/5N1P/PP1B1PP1/R2QKB1R b KQkq - 1 9,-200.0
r2qk1nr/1p1bppbp/p1np2p1/1N6/2PpP3/5N1P/PP1B1PP1/R2QKB1R w KQkq - 0 10,-231.0
r2qk1nr/1p1bppbp/p1np2p1/8/2PNP3/5N1P/PP1B1PP1/R2QKB1R b KQkq - 0 10,-55.0
r2qk1nr/1p1bppbp/p2p2p1/8/2PnP3/5N1P/PP1B1PP1/R2QKB1R w KQkq - 0 11,-470.0
r2qk1nr/1p1bppbp/p2p2p1/8/2PNP3/7P/PP1B1PP1/R2QKB1R b KQkq - 0 11,-68.0
r2qk1nr/1p1bpp1p/p2p2p1/8/2PbP3/7P/PP1B1PP1/R2QKB1R w KQkq - 0 12,-428.0
r2qk1nr/1p1bpp1p/p2p2p1/8/2PbP3/2B4P/PP3PP1/R2QKB1R b KQkq - 1 12,-366.0
r2qk1nr/1p1b1p1p/p2p2p1/4p3/2PbP3/2B4P/PP3PP1/R2QKB1R w KQkq - 0 13,-449.0
r2qk1nr/1p1b1p1p/p2p2p1/4p3/2PBP3/7P/PP3PP1/R2QKB1R b KQkq - 0 13,-143.0
r2qk1nr/1p1b1p1p/p2p2p1/8/2PpP3/7P/PP3PP1/R2QKB1R w KQkq - 0 14,-380.0
r2qk1nr/1p1b1p1p/p2p2p1/8/2PQP3/7P/PP3PP1/R3KB1R b KQkq - 0 14,-325.0
r2qk2r/1p1b1p1p/p2p1np1/8/2PQP3/7P/PP3PP1/R3KB1R w KQkq - 1 15,-240.0
r2qk2r/1p1b1p1p/p2p1np1/8/2PQP3/5P1P/PP4P1/R3KB1R b KQkq - 0 15,-352.0
r2q1rk1/1p1b1p1p/p2p1np1/8/2PQP3/5P1P/PP4P1/R3KB1R w KQ - 1 16,-347.0
r2q1rk1/1p1b1p1p/p2p1np1/8/2PQP1P1/5P1P/PP6/R3KB1R b KQ - 0 16,-395.0
r2q1rk1/1p3p1p/p1bp1np1/8/2PQP1P1/5P1P/PP6/R3KB1R w KQ - 1 17,-361.0
r2q1rk1/1p3p1p/p1bp1np1/2P5/3QP1P1/5P1P/PP6/R3KB1R b KQ - 0 17,-501.0
r4rk1/1p3p1p/p1bp1np1/q1P5/3QP1P1/5P1P/PP3K2/R4B1R b - - 2 18,-384.0
r4rk1/1p3p1p/p1b2np1/q1p5/3QP1P1/5P1P/PP3K2/R4B1R w - - 0 19,-424.0
r4rk1/1p3p1p/p1b2Qp1/q1p5/4P1P1/5P1P/PP3K2/R4B1R b - - 0 19,-95.0
3r1rk1/1p3p1p/p1b2Qp1/q1p5/4P1P1/5P1P/PP3K2/R4B1R w - - 1 20,-65.0
3r1rk1/1p3p1p/p1b2Qp1/q1p5/2B1P1P1/5P1P/PP3K2/R6R b - - 2 20,-67.0
5rk1/1p3p1p/p1b2Qp1/q1p5/2B1P1P1/5PKP/PP1r4/R6R b - - 4 21,-73.0
5rk1/1pq2p1p/p1b2Qp1/2p1P3/2B3P1/5PKP/PP1r4/R6R b - - 0 22,-103.0
5rk1/2q2p1p/p1b2Qp1/1pp1P3/2B3P1/5PKP/PP1r4/R6R w - - 0 23,-102.0
5rk1/2q2p1p/p1b2Qp1/1pp1P3/2B3P1/5PKP/PP1r4/R2R4 b - - 1 23,-50.0
5rk1/2q2p1p/p1b2Qp1/1pp1P3/2B3P1/5PKP/PP6/R2r4 w - - 0 24,-40.0
5rk1/2q2p1p/p1b2Qp1/1pp1P3/2B3P1/5PKP/PP6/3R4 b - - 0 24,82.0
5rk1/2q2p1p/p1b2Qp1/2p1P3/2p3P1/5PKP/PP6/3R4 w - - 0 25,-222.0
5rk1/2q2p1p/p1b2Qp1/2p1P3/2p3P1/5PKP/PP6/2R5 b - - 1 25,-401.0
5rk1/2q2p1p/p4Qp1/2pbP3/2p3P1/5PKP/PP6/2R5 w - - 2 26,-357.0
5rk1/2q2p1p/p2Q2p1/2pbP3/2p3P1/5PKP/PP6/2R5 b - - 3 26,-426.0
5rk1/5p1p/p2q2p1/2pbP3/2p3P1/5PKP/PP6/2R5 w - - 0 27,-214.0
5rk1/5p1p/p2P2p1/2pb4/2p3P1/5PKP/PP6/2R5 b - - 0 27,-472.0
3r2k1/5p1p/p2P2p1/2pb4/2p3P1/5PKP/PP6/2R5 w - - 1 28,-432.0
3r2k1/5p1p/p2P2p1/2pb4/2p3P1/5PKP/PP6/3R4 b - - 2 28,-355.0
6k1/5p1p/p2r2p1/2pb4/2p3P1/5PKP/PP6/3R4 w - - 0 29,-222.0
6k1/5p1p/p2r2p1/2pb4/2p3P1/1P3PKP/P7/3R4 b - - 0 29,-382.0
6k1/5p1p/p2r2p1/2pb4/6P1/1Pp2PKP/P7/3R4 w - - 0 30,-301.0
6k1/5p1p/p2r2p1/2pb4/6P1/1Pp2PKP/P7/2R5 b - - 1 30,-498.0
6k1/1b3p1p/p2r2p1/2p5/6P1/1Pp2PKP/P7/2R5 w - - 2 31,-344.0
6k1/1b3p1p/p2r2p1/2p5/6P1/1PR2PKP/P7/8 b - - 0 31,-480.0
6k1/1b3p1p/p5p1/2pr4/6P1/1PR2PKP/P7/8 w - - 1 32,-454.0
6k1/1b3p1p/p5p1/2pr4/6P1/1P2RPKP/P7/8 b - - 2 32,-455.0
6k1/1b3p1p/p5p1/2p5/6P1/1P2RPKP/P2r4/8 w - - 3 33,-308.0
4R3/1b3pkp/p5p1/2p5/6P1/1P3PKP/P2r4/8 w - - 5 34,-312.0
4R3/1b3pkp/p5p1/2p5/P5P1/1P3PKP/3r4/8 b - - 0 34,-526.0
4R3/1b3pkp/p5p1/2p5/P5P1/1P1r1PKP/8/8 w - - 1 35,-415.0
4R3/1b3pkp/p5p1/2p5/P4KP1/1P1r1P1P/8/8 b - - 2 35,-650.0
4R3/1b3pkp/p5p1/2p3K1/P5P1/1P3r1P/8/8 b - - 1 36,-688.0
4R3/1b3pkp/p5p1/2p3K1/P5P1/1r5P/8/8 w - - 0 37,-507.0
1R6/1b3pkp/p5p1/2p3K1/P5P1/1r5P/8/8 b - - 1 37,-657.0
1R6/1b3pkp/p5p1/6K1/P1p3P1/1r5P/8/8 w - - 0 38,-500.0
1R6/1b3pkp/p5p1/8/P1p2KP1/1r5P/8/8 b - - 1 38,-677.0
1R6/1b3pkp/p5p1/8/P4KP1/1rp4P/8/8 w - - 0 39,-518.0
1R6/1b3pkp/p5p1/8/P5P1/1rp1K2P/8/8 b - - 1 39,-610.0
1R6/1b3pkp/6p1/p7/P5P1/1rp1K2P/8/8 w - - 0 40,-476.0
1R6/1b3pkp/6p1/p7/P5P1/1rpK3P/8/8 b - - 1 40,-619.0
8/5pkp/b5p1/pR6/P5P1/1rpK3P/8/8 b - - 3 41,-758.0
8/5pkp/6p1/pP6/6P1/1rpK3P/8/8 b - - 0 42,-696.0
8/5pkp/6p1/pr6/6P1/2pK3P/8/8 w - - 0 43,-475.0
8/5pkp/6p1/pr6/6P1/2K4P/8/8 b - - 0 43,-691.0
8/5pkp/6p1/1r6/p5P1/2K4P/8/8 w - - 0 44,-480.0
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,11.0
rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2,10.0
rnbqkb1r/pppppppp/5n2/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 3 2,2.0
rnbqkb1r/ppp1pppp/5n2/3p4/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,-10.0
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 0 3,1.0
rn1qkb1r/ppp1pppp/5n2/3p4/3P2b1/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 1 4,-1.0
rn1qkb1r/ppp1pppp/5n2/3pN3/3P2b1/2N5/PPP1PPPP/R1BQKB1R b KQkq - 2 4,5.0
rn1qkb1r/ppp1pp1p/5np1/3pN3/3P2b1/2N5/PPP1PPPP/R1BQKB1R w KQkq - 0 5,41.0
rn1qkb1r/ppp1pp1p/5np1/3pN1B1/3P2b1/2N5/PPP1PPPP/R2QKB1R b KQkq - 1 5,35.0
rn1qkb1r/ppp1pp1p/5np1/3pNbB1/3P4/2N5/PPP1PPPP/R2QKB1R w KQkq - 2 6,44.0
rn1qkb1r/ppp1pp1p/5Bp1/3pNb2/3P4/2N5/PPP1PPPP/R2QKB1R b KQkq - 0 6,176.0
rn1qkb1r/ppp2p1p/5pp1/3pNb2/3P4/2N5/PPP1PPPP/R2QKB1R w KQkq - 0 7,-20.0
rn1qkb1r/ppp2p1p/5pp1/3p1b2/3P4/2NN4/PPP1PPPP/R2QKB1R b KQkq - 1 7,-21.0
r2qkb1r/ppp2p1p/2n2pp1/3p1b2/3P4/2NN4/PPP1PPPP/R2QKB1R w KQkq - 2 8,-22.0
r2qkb1r/ppp2p1p/2n2pp1/3p1b2/3P4/2NNP3/PPP2PPP/R2QKB1R b KQkq - 0 8,4.0
r2qk2r/ppp2pbp/2n2pp1/3p1b2/3P4/2NNP3/PPP2PPP/R2QKB1R w KQkq - 1 9,15.0
r2qk2r/ppp2pbp/2n2pp1/3p1b2/3P4/2NNPQ2/PPP2PPP/R3KB1R b KQkq - 2 9,6.0
r2qk2r/ppp2pbp/5pp1/3p1b2/1n1P4/2NNPQ2/PPP2PPP/R3KB1R w KQkq - 3 10,16.0
r2qk2r/ppp2pbp/5pp1/3p1b2/1N1P4/2N1PQ2/PPP2PPP/R3KB1R b KQkq - 0 10,422.0
r2q1rk1/ppp2pbp/5pp1/3p1b2/1N1P4/2N1PQ2/PPP2PPP/R3KB1R w KQ - 1 11,493.0
r2q1rk1/ppp2pbp/5pp1/3Q1b2/1N1P4/2N1P3/PPP2PPP/R3KB1R b KQ - 0 11,476.0
r4rk1/ppp2pbp/5pp1/3q1b2/1N1P4/2N1P3/PPP2PPP/R3KB1R w KQ - 0 12,168.0
r4rk1/ppp2pbp/5pp1/3N1b2/1N1P4/4P3/PPP2PPP/R3KB1R b KQ - 0 12,501.0
r4rk1/pp3pbp/2p2pp1/3N1b2/1N1P4/4P3/PPP2PPP/R3KB1R w KQ - 0 13,577.0
r4r1k/pp2Npbp/2p2pp1/5b2/1N1P4/4P3/PPP2PPP/R3KB1R w KQ - 2 14,478.0
r4r1k/pp3pbp/2p2pp1/5N2/1N1P4/4P3/PPP2PPP/R3KB1R b KQ - 0 14,348.0
r4r1k/pp3pbp/2p2p2/5p2/1N1P4/4P3/PPP2PPP/R3KB1R w KQ - 0 15,747.0
r4r1k/pp3pbp/2p2p2/5p2/3P4/3NP3/PPP2PPP/R3KB1R b KQ - 1 15,666.0
r3r2k/pp3pbp/2p2p2/5p2/3P4/3NP3/PPP2PPP/R3KB1R w KQ - 2 16,755.0
r3r2k/pp3pbp/2p2p2/5p2/3P4/3NP3/PPP2PPP/2KR1B1R b - - 3 16,633.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,27.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,24.0
rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,6.0
rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,18.0
rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq - 0 3,-2.0
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2B1P3/3P4/PPP2PPP/RNBQK1NR w KQkq - 1 4,6.0
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2B1PP2/3P4/PPP3PP/RNBQK1NR b KQkq - 0 4,-12.0
r1bqkbnr/pp3ppp/2n1p3/2pp4/2B1PP2/3P4/PPP3PP/RNBQK1NR w KQkq - 0 5,-32.0
r1bqkbnr/pp3ppp/2n1p3/1Bpp4/4PP2/3P4/PPP3PP/RNBQK1NR b KQkq - 1 5,-42.0
r1bqkbnr/pp3ppp/2n1p3/1Bp5/4pP2/3P4/PPP3PP/RNBQK1NR w KQkq - 0 6,-108.0
r1bqkbnr/p4ppp/2p1p3/2p5/4pP2/3P4/PPP3PP/RNBQK1NR w KQkq - 0 7,-35.0
r1bqkbnr/p4ppp/2p1p3/2p5/4PP2/8/PPP3PP/RNBQK1NR b KQkq - 0 7,-10.0
r1b1kbnr/p4ppp/2p1p3/2p5/4PP2/8/PPP3PP/RNBK2NR b kq - 0 8,14.0
r3kbnr/p4ppp/b1p1p3/2p5/4PP2/8/PPP3PP/RNBK2NR w kq - 1 9,21.0
r3kbnr/p4ppp/b1p1p3/2p5/4PP2/1P6/P1P3PP/RNBK2NR b kq - 0 9,-6.0
3rkbnr/p4ppp/b1p1p3/2p5/4PP2/1P6/P1PB2PP/RN1K2NR b k - 2 10,-23.0
3rkb1r/p4ppp/b1p1pn2/2p5/4PP2/1P6/P1PB2PP/RN1K2NR w k - 3 11,-42.0
3rkb1r/p4ppp/b1p1pn2/2p5/4PP2/1PN5/P1PB2PP/R2K2NR b k - 4 11,-42.0
3rkb1r/p4ppp/b1p1pn2/8/2p1PP2/1PN5/P1PB2PP/R2K2NR w k - 0 12,-53.0
3rkb1r/p4ppp/b1p1pn2/8/1Pp1PP2/2N5/P1PB2PP/R2K2NR b k - 0 12,-106.0
3rk2r/p4ppp/b1p1pn2/8/1bp1PP2/2N5/P1PB2PP/R2K2NR w k - 0 13,-231.0
3rk2r/p4ppp/b1p1pn2/8/1bp1PP2/2N5/P1PBK1PP/R5NR b k - 1 13,-234.0
3rk2r/p4ppp/b1p1p3/8/1bp1nP2/2N5/P1PBK1PP/R5NR w k - 0 14,-338.0
3rk2r/p4ppp/b1p1p3/8/1bp1NP2/8/P1PBK1PP/R5NR b k - 0 14,196.0
3rk2r/p4ppp/b1p1p3/8/1b2NP2/2p5/P1PB2PP/R3K1NR b k - 1 15,-137.0
3rk2r/p4ppp/b1p1p3/8/1b2NP2/8/P1Pp2PP/R2K2NR b k - 1 16,-448.0
4k2r/p4ppp/b1p1p3/8/1b1rNP2/8/P1Pp2PP/R2K2NR w k - 2 17,-381.0
4k2r/p4ppp/b1p1p3/8/1b1r1P2/6N1/P1Pp2PP/R2K2NR b k - 3 17,-462.0
4k2r/p4ppp/b1p1p3/8/1b3r2/6N1/P1Pp2PP/R2K2NR w k - 0 18,-417.0
4k2r/p4ppp/b1p1p3/8/1b3r2/6N1/P1PpN1PP/R2K3R b k - 1 18,-501.0
4k2r/p4ppp/b1p1p3/8/1b6/6N1/P1PpNrPP/R2K3R w k - 2 19,-296.0
4k2r/p4ppp/b1p1p3/8/1b6/6N1/P1PpNrPP/1R1K3R b k - 3 19,-289.0
4k2r/p4ppp/2p1p3/8/1b6/8/P1PpNrPP/1R1K3R b k - 0 20,-238.0
4k2r/p4ppp/2pbp3/8/8/8/P1PpNrPP/1R1K3R w k - 1 21,-278.0
4k2r/p4ppp/2pbp3/8/8/6P1/P1PpNr1P/1R1K3R b k - 0 21,-400.0
5rk1/p4ppp/2pbp3/8/8/6P1/P1PpNr1P/1R1K3R w - - 1 22,-358.0
5rk1/p4ppp/2pbp3/8/8/6P1/P1PKNr1P/1R5R b - - 0 22,-356.0
3r2k1/p4ppp/2pbp3/8/8/6P1/P1PKNr1P/1R5R w - - 1 23,-346.0
3r2k1/p4ppp/2pbp3/8/8/6P1/P1P1Nr1P/1R2K2R b - - 2 23,-372.0
3r2k1/p4ppp/2pbp3/5r2/8/6P1/P1P1N2P/1R2K2R w - - 3 24,-385.0
3r2k1/p4ppp/2pbp3/5r2/8/6P1/P1P1N2P/1R2KR2 b - - 4 24,-425.0
3r2k1/p4ppp/2pbp3/8/8/6P1/P1P1N2P/1R3K2 b - - 0 25,-381.0
3r2k1/p4ppp/2p1p3/2b5/8/6P1/P1P1N2P/1R3K2 w - - 1 26,-304.0
3r2k1/p4ppp/2p1p3/2b5/8/2N3P1/P1P4P/1R3K2 b - - 2 26,-377.0
3r2k1/p4p1p/2p1p1p1/2b5/8/2N3P1/P1P4P/1R3K2 w - - 0 27,-299.0
3r2k1/p4p1p/2p1p1p1/2b5/4N3/6P1/P1P4P/1R3K2 b - - 1 27,-283.0
3r2k1/p4p1p/1bp1p1p1/8/4N3/6P1/P1P4P/1R3K2 w - - 2 28,-299.0
3r2k1/p4p1p/1bp1p1p1/8/4N3/6P1/P1P1K2P/1R6 b - - 3 28,-331.0
3r4/p4pkp/1bp1p1p1/8/4N3/6P1/P1P1K2P/1R6 w - - 4 29,-310.0
3r4/p4pkp/1bp1p1p1/8/2P1N3/6P1/P3K2P/1R6 b - - 0 29,-323.0
8/p4pkp/1bp1p1p1/8/2PrN3/6P1/P3K2P/1R6 w - - 1 30,-343.0
8/p4pkp/1bp1p1p1/8/2Pr4/6P1/P2NK2P/1R6 b - - 2 30,-355.0
8/p4pkp/1bp3p1/4p3/2Pr4/6P1/P2NK2P/1R6 w - - 0 31,-315.0
8/p4pkp/1bp3p1/4p3/2Pr4/6P1/P2NK2P/2R5 b - - 1 31,-379.0
8/p4pkp/1b4p1/2p1p3/2Pr4/6P1/P2NK2P/2R5 w - - 0 32,-318.0
8/p4pkp/1b4p1/2p1p3/2Pr4/1N4P1/P3K2P/2R5 b - - 1 32,-301.0
8/p4pkp/1b1r2p1/2p1p3/2P5/1N4P1/P3K2P/2R5 w - - 2 33,-267.0
8/p4pkp/1b1r2p1/2p1p3/2P5/1N3KP1/P6P/2R5 b - - 3 33,-381.0
8/p5kp/1b1r2p1/2p1pp2/2P5/1N3KP1/P6P/2R5 w - - 0 34,-409.0
8/p5kp/1b1r2p1/2p1pp2/2P5/1NR2KP1/P6P/8 b - - 1 34,-499.0
8/p6p/1b1r1kp1/2p1pp2/2P5/1NR2KP1/P6P/8 w - - 2 35,-432.0
8/p6p/1b1r1kp1/2p1pp2/2P3P1/1NR2K2/P6P/8 b - - 0 35,-530.0
8/p6p/1b1r1kp1/2p1p3/2P3K1/1NR5/P6P/8 b - - 0 36,-367.0
8/p7/1b1r1kp1/2p1p2p/2P5/1NR4K/P6P/8 b - - 1 37,-444.0
8/p7/1b1r1kp1/2p4p/2P1p3/1NR4K/P6P/8 w - - 0 38,-420.0
8/p7/1b1r1kp1/2p4p/2P1p3/1NR3K1/P6P/8 b - - 1 38,-466.0
8/p7/1b3kp1/2p4p/2P1p3/1N1R2K1/P6P/8 b - - 0 39,65.0
8/p7/1b3kp1/2p4p/2P5/1N1p2K1/P6P/8 w - - 0 40,-315.0
8/p7/1b3kp1/2p4p/2P5/1N1p4/P4K1P/8 b - - 1 40,-376.0
8/p7/1b4p1/2p1k2p/2P5/1N1p4/P4K1P/8 w - - 2 41,-329.0
8/p7/1b4p1/2p1k2p/2P5/1N1pK3/P6P/8 b - - 3 41,-302.0
8/p7/1b6/2p1k1pp/2P5/1N1pK3/P6P/8 w - - 0 42,-291.0
8/p7/1b6/2p1k1pp/2P5/1N1K4/P6P/8 b - - 0 42,-302.0
8/p7/1b6/2p3pp/2P2k2/1N1K4/P6P/8 w - - 1 43,-337.0
8/p7/1b6/2p3pp/2P2k2/3K4/P2N3P/8 b - - 2 43,-388.0
8/p7/1b6/2p3p1/2P2k1p/3K4/P2N3P/8 w - - 0 44,-368.0
8/p7/1b6/2p3p1/2P2k1p/8/P2NK2P/8 b - - 1 44,-390.0
8/p7/1b6/2p5/2P2kpp/8/P2NK2P/8 w - - 0 45,-369.0
8/p7/1b6/2p5/2P2kpp/8/P2N1K1P/8 b - - 1 45,-377.0
8/p1b5/8/2p5/2P2kpp/8/P2N1K1P/8 w - - 2 46,-357.0
8/p1b5/8/2p5/2P2kpp/1N6/P4K1P/8 b - - 3 46,-356.0
8/p7/3b4/2p5/2P2kpp/1N6/P4K1P/8 w - - 4 47,-363.0
8/p7/3b4/N1p5/2P2kpp/8/P4K1P/8 b - - 5 47,-398.0
8/p7/3b4/N1p5/2P2k2/6p1/P5K1/8 b - - 1 49,-183.0
8/p7/3b4/N1p5/2P5/4k1p1/P5K1/8 w - - 2 50,-247.0
8/p7/3b4/N1p5/P1P5/4k1p1/6K1/8 b - - 0 50,-329.0
8/p7/3b4/N1p5/P1P5/3k2p1/6K1/8 w - - 1 51,-265.0
8/p7/2Nb4/2p5/P1P5/3k2p1/6K1/8 b - - 2 51,-313.0
8/p7/2Nb4/2p5/P1k5/6p1/6K1/8 w - - 0 52,-412.0
8/N7/3b4/2p5/P1k5/6p1/6K1/8 b - - 0 52,-143.0
8/N7/3b4/2p5/Pk6/6p1/6K1/8 w - - 1 53,-247.0
8/8/3b4/1Np5/Pk6/6p1/6K1/8 b - - 2 53,-199.0
1b6/8/8/1Np5/Pk6/6p1/6K1/8 w - - 3 54,-257.0
1b6/8/8/1Np5/Pk6/5Kp1/8/8 b - - 4 54,-258.0
1b6/8/8/1Np5/k7/5Kp1/8/8 w - - 0 55,-319.0
1b6/8/8/2p5/1k6/2N2Kp1/8/8 w - - 2 56,-355.0
1b6/8/8/2p5/1k2N3/5Kp1/8/8 b - - 3 56,-280.0
1b6/8/8/8/1kp1N3/5Kp1/8/8 w - - 0 57,-370.0
1b6/8/8/8/1kp5/5KN1/8/8 b - - 0 57,-28.0
8/8/8/8/1kp5/5Kb1/8/8 w - - 0 58,-656.0
8/8/8/8/1kp5/6K1/8/8 b - - 0 58,-822.0
8/8/8/8/1k6/2p3K1/8/8 w - - 0 59,-795.0
8/8/8/8/1k6/2p5/5K2/8 b - - 1 59,-840.0
8/8/8/8/8/1kp5/5K2/8 w - - 2 60,-782.0
8/8/8/8/8/1kp5/4K3/8 b - - 3 60,-836.0
8/8/8/8/8/2p5/1k2K3/8 w - - 4 61,-748.0
8/8/8/8/8/2p5/1k6/3K4 b - - 5 61,-797.0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,19.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,7.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,2.0
rnbqkbnr/ppp2ppp/8/3pp3/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,-8.0
rnbqkbnr/ppp2ppp/8/3pP3/8/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 3,64.0
r1bqkbnr/ppp2ppp/2n5/3pP3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,53.0
r1bqkbnr/ppp2ppp/2n5/3pP3/8/4PN2/PPP2PPP/RNBQKB1R b KQkq - 2 4,71.0
r2qkbnr/ppp2ppp/2n1b3/3pP3/8/4PN2/PPP2PPP/RNBQKB1R w KQkq - 3 5,98.0
r2qkbnr/ppp2ppp/2n1b3/1B1pP3/8/4PN2/PPP2PPP/RNBQK2R b KQkq - 4 5,109.0
r2qk1nr/ppp2ppp/2n1b3/1BbpP3/8/4PN2/PPP2PPP/RNBQK2R w KQkq - 5 6,125.0
r2qk1nr/ppp2ppp/2n1b3/1BbpP3/8/4PN2/PPP2PPP/RNBQ1RK1 b kq - 6 6,132.0
r2qk1nr/ppp3pp/2n1bp2/1BbpP3/8/4PN2/PPP2PPP/RNBQ1RK1 w kq - 0 7,193.0
r2qk1nr/ppp3pp/2n1bp2/1BbpP3/8/2N1PN2/PPP2PPP/R1BQ1RK1 b kq - 1 7,153.0
r2qk1nr/ppp3pp/2n2p2/1BbpP3/6b1/2N1PN2/PPP2PPP/R1BQ1RK1 w kq - 2 8,234.0
r2qk1nr/ppp3pp/2n2p2/1BbQP3/6b1/2N1PN2/PPP2PPP/R1B2RK1 b kq - 0 8,325.0
r3k1nr/ppp3pp/2n2p2/1BbqP3/6b1/2N1PN2/PPP2PPP/R1B2RK1 w kq - 0 9,21.0
r3k1nr/ppp3pp/2n2p2/1BbNP3/6b1/4PN2/PPP2PPP/R1B2RK1 b kq - 0 9,268.0
2r1k1nr/ppp3pp/2n2p2/1BbNP3/6b1/4PN2/PPP2PPP/R1B2RK1 w k - 1 10,313.0
2r1k1nr/ppp3pp/2n2P2/1BbN4/6b1/4PN2/PPP2PPP/R1B2RK1 b k - 0 10,373.0
2r1k2r/ppp3pp/2n2n2/1BbN4/6b1/4PN2/PPP2PPP/R1B2RK1 w k - 0 11,341.0
2r1k2r/ppp4p/2n2p2/1Bb5/6b1/4PN2/PPP2PPP/R1B2RK1 w k - 0 12,325.0
2r1k2r/ppp4p/2n2p2/1Bb5/6bN/4P3/PPP2PPP/R1B2RK1 b k - 1 12,267.0
